,SITE,SOIL,TIME,HOST,TISSUE,TEMP,MEDIA,season,IR,richness.art1Arid
MSHM20472,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,4,1
MSHM20515,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,1,1
MSHM20516,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,1,1
MSHM20517,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20518,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,1,1
MSHM20519,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,3,1
MSHM20520,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,6,1
MSHM20563,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,4,1
MSHM20564,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20565,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20566,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,2,1
MSHM20567,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,4,1
MSHM20611,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,1,1
MSHM20612,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,5,1
MSHM20613,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20614,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,2,1
MSHM20615,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,2,1
MSHM20616,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,5,1
MSHM20659,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20660,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20661,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,23,PDA+Plant extract,Winter,2,1
MSHM20662,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,3,1
MSHM20663,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,4,1
MSHM20664,Rig-Boland Desert,Arid soil,Winter,Tamrix hispida,Branch,30,PDA+Plant extract,Winter,4,1
MSHM21553,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21554,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21555,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21556,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21559,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM21560,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM21561,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21562,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM21563,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM21564,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM21601,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21602,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21604,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,1,1
MSHM21608,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21609,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21649,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21650,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,2,1
MSHM21651,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,3,1
MSHM21652,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21653,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,1,1
MSHM21655,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,3,1
MSHM21656,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM21657,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21658,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM21659,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM21660,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,6,1
MSHM21698,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,3,1
MSHM21699,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21702,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21703,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,3,1
MSHM21704,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21705,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21706,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM21707,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM21708,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM21745,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,2,1
MSHM21746,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,2,1
MSHM21747,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,2,1
MSHM21748,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21749,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21750,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,1,1
MSHM21751,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM21753,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21754,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM21755,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM21756,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM21793,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,2,1
MSHM21795,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA,Summer,1,1
MSHM21796,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21797,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA,Summer,2,1
MSHM21799,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21800,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM21803,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM21804,Rig-Boland Desert,Arid soil,Summer,Tribulus terrestris,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM21841,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,1,1
MSHM21843,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,1,1
MSHM21844,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21847,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM21848,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM21849,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM21850,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,1,1
MSHM21851,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,2,1
MSHM21852,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,2,1
MSHM21859,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM21860,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM21862,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,1,1
MSHM21863,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,2,2
MSHM21864,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,3,1
MSHM21889,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,1,1
MSHM21892,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21894,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21895,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,2,1
MSHM21897,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM21898,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,1,1
MSHM21899,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,4,2
MSHM21900,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,2,1
MSHM21907,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM21908,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM21909,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,2,1
MSHM21910,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,3,2
MSHM21911,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,4,2
MSHM21912,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,5,2
MSHM21937,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,2,1
MSHM21938,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,1,1
MSHM21940,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21941,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21942,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21943,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM21945,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM21946,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,3,2
MSHM21947,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,4,2
MSHM21948,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,2,2
MSHM21955,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM21956,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,2,1
MSHM21957,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,2,1
MSHM21958,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,4,2
MSHM21959,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,5,2
MSHM21960,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,5,2
MSHM21985,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,1,1
MSHM21986,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,3,1
MSHM21987,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,2,1
MSHM21988,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21989,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21990,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM21994,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,3,2
MSHM21995,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,5,2
MSHM21996,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,1,1
MSHM22003,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM22004,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,2,1
MSHM22005,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM22006,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,2,2
MSHM22007,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,3,2
MSHM22008,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,6,2
MSHM22009,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Root,23,PDA,Winter,1,1
MSHM22033,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,2,1
MSHM22034,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,2,1
MSHM22035,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,1,1
MSHM22036,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM22038,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM22042,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,3,2
MSHM22043,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,2,1
MSHM22044,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,2,1
MSHM22051,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM22052,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,3,1
MSHM22053,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,2,1
MSHM22054,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,3,2
MSHM22055,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,3,2
MSHM22056,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,4,1
MSHM22081,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,2,1
MSHM22082,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,23,PDA,Winter,3,1
MSHM22085,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA,Winter,1,1
MSHM22090,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,1,1
MSHM22091,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,4,2
MSHM22092,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Leaf,30,PDA+Plant extract,Winter,4,2
MSHM22093,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA,Winter,1,1
MSHM22099,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM22100,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Winter,1,1
MSHM22102,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,2,1
MSHM22103,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,5,2
MSHM22104,Garmsar,Arid soil,Winter,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Winter,5,2
MSHM22141,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22144,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA,Summer,1,1
MSHM22146,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA,Summer,2,1
MSHM22151,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,1,1
MSHM22189,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22194,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA,Summer,1,1
MSHM22195,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22196,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22197,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22199,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,1,1
MSHM22240,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA,Summer,2,1
MSHM22244,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22245,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22246,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,1,1
MSHM22247,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,2,1
MSHM22286,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22290,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA,Summer,2,1
MSHM22292,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22293,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22294,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,2,1
MSHM22295,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,3,1
MSHM22333,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22334,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,3,1
MSHM22335,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,2,1
MSHM22337,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA,Summer,1,1
MSHM22339,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22340,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22342,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,1,1
MSHM22343,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,1,1
MSHM22381,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22382,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22383,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA,Summer,1,1
MSHM22387,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22388,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22389,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22390,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,1,1
MSHM22391,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,2,1
MSHM22392,Garmsar,Arid soil,Summer,Zygophyllum atriplicoides,Branch,30,PDA+Plant extract,Summer,3,1
MSHM22417,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,2,2
MSHM22418,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,2,2
MSHM22419,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,3,3
MSHM22421,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,1,1
MSHM22422,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,2,1
MSHM22423,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,3,2
MSHM22424,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM22425,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,6,3
MSHM22426,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,3,2
MSHM22427,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,2
MSHM22428,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,6,3
MSHM22429,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,1,1
MSHM22431,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,3,2
MSHM22432,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,3,2
MSHM22433,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,4,3
MSHM22434,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,4,3
MSHM22435,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22436,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22437,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22438,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,3,2
MSHM22439,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,4,2
MSHM22440,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,3,2
MSHM22441,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22442,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22443,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,1
MSHM22444,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,5,1
MSHM22445,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22446,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,2
MSHM22447,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,1
